rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
1164,2600,Technology,Steven Sarowitz,57,United States,Highland Park,Payroll software,Technology,United States,,TRUE,D,M,11/7/1965 0:00,Sarowitz,Steven,,4/4/2023 5:01,Illinois,Midwest,1965,11,7,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1164,2600,Automotive,Maria-Elisabeth Schaeffler-Thumann,81,Germany,Herzogenaurach,Auto parts,Automotive,Germany,,FALSE,U,F,8/17/1941 0:00,Schaeffler-Thumann,Maria-Elisabeth,,4/4/2023 5:01,,,1941,8,17,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1164,2600,Healthcare,Leonard Schleifer,70,United States,Tarrytown,Pharmaceuticals,Healthcare,United States,Regeneron Pharmaceuticals,TRUE,U,M,7/7/1952 0:00,Schleifer,Leonard,CEOFounder,4/4/2023 5:01,New York,Northeast,1952,7,7,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1164,2600,Manufacturing,Dieter Schnabel,77,Germany,Hamburg,Chemicals,Manufacturing,Germany,,FALSE,U,M,1/1/1946 0:00,Schnabel,Dieter,,4/4/2023 5:01,,,1946,1,1,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1164,2600,Energy,Michael S. Smith,67,United States,Miami Beach,Liquefied natural gas,Energy,United States,,TRUE,U,M,5/9/1955 0:00,Smith,Michael S.,Investor,4/4/2023 5:01,Florida,South,1955,5,9,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1164,2600,Manufacturing,Julia Thiele-Schuerhoff,51,Germany,Munich,"Brakes, investments",Manufacturing,Germany,,FALSE,D,F,1/1/1972 0:00,Thiele-Schuerhoff,Julia,,4/4/2023 5:01,,,1972,1,1,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1164,2600,FoodBeverage,John Tysonfamily,69,United States,Springdale,Food processing,FoodBeverage,United States,,FALSE,D,M,9/5/1953 0:00,Tyson,John,,4/4/2023 5:01,Arkansas,South,1953,9,5,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1164,2600,Manufacturing,Anna Katharina Viessmann,,Germany,Battenberg,Heatingcooling equipment,Manufacturing,Germany,,FALSE,D,F,,Viessmann,Anna Katharina,,4/4/2023 5:01,,,,,,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1164,2600,ConstructionEngineering,Jurgen Wirtgen,57,,,Construction Vehicles,ConstructionEngineering,Germany,,FALSE,N,M,7/1/1965 0:00,Wirtgen,Jurgen,,4/4/2023 5:01,,,1965,7,1,,,,,,,,,,,
1164,2600,ConstructionEngineering,Stefan Wirtgen,52,,,Construction Vehicles,ConstructionEngineering,Germany,,FALSE,N,M,7/1/1970 0:00,Wirtgen,Stefan,,4/4/2023 5:01,,,1970,7,1,,,,,,,,,,,
1164,2600,Technology,Zhao Lixin,57,China,Shanghai,Electronics,Technology,China,,TRUE,D,M,1/1/1966 0:00,Zhao,Lixin,,4/4/2023 5:01,,,1966,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1164,2600,Technology,Hongyi Zhou,52,China,Beijing,Security software,Technology,China,,TRUE,U,M,10/1/1970 0:00,Zhou,Hongyi,,4/4/2023 5:01,,,1970,10,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1217,2500,FoodBeverage,S. Daniel Abraham,98,United States,Palm Beach,Slim-Fast,FoodBeverage,United States,S. Daniel Abraham Center for Middle East Peace,TRUE,U,M,8/15/1924 0:00,Abraham,S. Daniel,Chairman,4/4/2023 5:01,Florida,South,1924,8,15,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,FashionRetail,Bill Alfond,74,United States,Boston,Shoes,FashionRetail,United States,,FALSE,D,M,5/16/1948 0:00,Alfond,Bill,,4/4/2023 5:01,Massachusetts,Northeast,1948,5,16,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,FashionRetail,Susan Alfond,77,United States,Scarborough,Shoes,FashionRetail,United States,,FALSE,D,F,7/19/1945 0:00,Alfond,Susan,,4/4/2023 5:01,Maine,Northeast,1945,7,19,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,FashionRetail,Ted Alfond,78,United States,Weston,Shoes,FashionRetail,United States,,FALSE,D,M,8/19/1944 0:00,Alfond,Ted,,4/4/2023 5:01,Massachusetts,Northeast,1944,8,19,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,ConstructionEngineering,Riley Bechtelfamily,71,United States,San Francisco,"Engineering, construction",ConstructionEngineering,United States,Bechtel Corp.,FALSE,D,M,3/25/1952 0:00,Bechtel,Riley,former ChairmanCEO,4/4/2023 5:01,California,West,1952,3,25,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,Diversified,Thor Bjorgolfsson,56,United Kingdom,London,Investments,Diversified,Iceland,,TRUE,E,M,3/19/1967 0:00,Bjorgolfsson,Thor,,4/4/2023 5:01,,,1967,3,19,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
1217,2500,FoodBeverage,Charles Bronfman,91,United States,Palm Beach,Liquor,FoodBeverage,Canada,,FALSE,E,M,6/27/1931 0:00,Bronfman,Charles,,4/4/2023 5:01,Florida,South,1931,6,27,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,FoodBeverage,Vivek Chand Burman,85,India,Delhi,Consumer goods,FoodBeverage,India,,FALSE,D,M,4/28/1937 0:00,Burman,Vivek Chand,,4/4/2023 5:01,,,1937,4,28,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1217,2500,Automotive,Herb Chambers,81,United States,Boston,Car dealerships,Automotive,United States,,TRUE,U,M,1/1/1942 0:00,Chambers,Herb,,4/4/2023 5:01,Massachusetts,Northeast,1942,1,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,MediaEntertainment,Cheng Yixiao,39,China,Beijing,Video streaming app,MediaEntertainment,China,,TRUE,D,M,1/1/1984 0:00,Cheng,Yixiao,,4/4/2023 5:01,,,1984,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1217,2500,FoodBeverage,Andrew Cherng,75,United States,Las Vegas,Fast food,FoodBeverage,United States,,TRUE,Split Family Fortune,M,4/2/1948 0:00,Cherng,Andrew,,4/4/2023 5:01,Nevada,West,1948,4,2,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,FoodBeverage,Peggy Cherng,75,United States,Las Vegas,Fast food,FoodBeverage,United States,,TRUE,Split Family Fortune,F,12/18/1947 0:00,Cherng,Peggy,,4/4/2023 5:01,Nevada,West,1947,12,18,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,FinanceInvestments,Leon G. Cooperman,79,United States,Boca Raton,Hedge funds,FinanceInvestments,United States,"Omega Advisors, Inc.",TRUE,E,M,4/25/1943 0:00,Cooperman,Leon G.,Founder,4/4/2023 5:01,Florida,South,1943,4,25,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,Manufacturing,Yadu Hari Dalmiafamily,75,India,Delhi,Cement,Manufacturing,India,,FALSE,U,M,6/2/1947 0:00,Dalmia,Yadu Hari,,4/4/2023 5:01,,,1947,6,2,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1217,2500,FoodBeverage,Henry Davis,72,United States,Omaha,Beef processing,FoodBeverage,United States,,FALSE,U,M,2/16/1951 0:00,Davis,Henry,,4/4/2023 5:01,Nebraska,Midwest,1951,2,16,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,MetalsMining,Oleg Deripaska,55,Russia,Moscow,"Aluminum, utilities",MetalsMining,Russia,,TRUE,U,M,1/2/1968 0:00,Deripaska,Oleg,,4/4/2023 5:01,,,1968,1,2,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1217,2500,Technology,Sergey Dmitriev,57,Cyprus,Paralimni,Software,Technology,Cyprus,,TRUE,D,M,3/11/1966 0:00,Dmitriev,Sergey,,4/4/2023 5:01,,,1966,3,11,102.51,0.3,"$24,564,647,935 ",75.9,99.3,80.8,24.5,22.4,1198575,35.126413,33.429859
1217,2500,FinanceInvestments,Joseph Edelman,67,United States,New York,Hedge funds,FinanceInvestments,United States,Perceptive Advisors,TRUE,D,M,6/10/1955 0:00,Edelman,Joseph,FounderCEO,4/4/2023 5:01,New York,Northeast,1955,6,10,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,Manufacturing,Sandeep Engineer,61,India,Ahmedabad,Plastic pipes,Manufacturing,India,,TRUE,D,M,5/11/1961 0:00,Engineer,Sandeep,,4/4/2023 5:01,,,1961,5,11,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1217,2500,Energy,Alceu Elias Feldmannfamily,73,Brazil,Curitiba,Fertilizer,Energy,Brazil,,TRUE,D,M,7/1/1949 0:00,Feldmann,Alceu Elias,,4/4/2023 5:01,,,1949,7,1,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
1217,2500,Technology,Serge Godin,73,Canada,Westmount,Information technology,Technology,Canada,CGI Group,TRUE,U,M,11/17/1949 0:00,Godin,Serge,ChairmanCEO,4/4/2023 5:01,,,1949,11,17,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771
1217,2500,FinanceInvestments,Alec Gores,70,United States,Beverly Hills,Private equity,FinanceInvestments,United States,,TRUE,D,M,3/18/1953 0:00,Gores,Alec,,4/4/2023 5:01,California,West,1953,3,18,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,FashionRetail,Bill Haslam,64,United States,Knoxville,Gas stations,FashionRetail,United States,,FALSE,U,M,8/23/1958 0:00,Haslam,Bill,,4/4/2023 5:01,Tennessee,South,1958,8,23,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,FinanceInvestments,J. Tomilson Hill,74,United States,New York,Investments,FinanceInvestments,United States,,TRUE,D,M,5/24/1948 0:00,Hill,J. Tomilson,,4/4/2023 5:01,New York,Northeast,1948,5,24,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,MediaEntertainment,Jay-Z,53,United States,New York,Music,MediaEntertainment,United States,,TRUE,U,M,12/4/1969 0:00,Jay-Z,,,4/4/2023 5:01,New York,Northeast,1969,12,4,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,Automotive,Baba Kalyani,74,India,Pune,Engineering,Automotive,India,,FALSE,E,M,1/7/1949 0:00,Kalyani,Baba,,4/4/2023 5:01,,,1949,1,7,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1217,2500,Energy,Saban Cemil Kazanci,62,Turkey,Istanbul,Energy,Energy,Turkey,,FALSE,R,M,2/13/1961 0:00,Kazanci,Saban Cemil,,4/4/2023 5:01,,,1961,2,13,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322
1217,2500,Real Estate,Brad Kelley,66,United States,Franklin,Tobacco,Real Estate,United States,,TRUE,D,M,12/23/1956 0:00,Kelley,Brad,,4/4/2023 5:01,Tennessee,South,1956,12,23,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,ConstructionEngineering,Wolfgang Leitner,70,Austria,Graz,Engineering,ConstructionEngineering,Austria,,TRUE,U,M,3/27/1953 0:00,Leitner,Wolfgang,,4/4/2023 5:01,,,1953,3,27,118.06,1.5,"$446,314,739,528 ",85.1,103.1,81.6,25.4,51.4,8877067,47.516231,14.550072
1217,2500,Manufacturing,Li Hongxinfamily,70,China,Yanzhou,Paperrelated products,Manufacturing,China,,TRUE,D,M,3/7/1953 0:00,Li,Hongxin,,4/4/2023 5:01,,,1953,3,7,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1217,2500,Real Estate,Lin Chen-hai,76,Taiwan,Taipei,Real estate,Real Estate,Taiwan,,TRUE,D,M,3/1/1947 0:00,Lin,Chen-hai,,4/4/2023 5:01,,,1947,3,1,,,,,,,,,,,
1217,2500,FashionRetail,Lu Yiwen,36,China,Shenzhen,Jewelry,FashionRetail,China,,TRUE,D,F,1/1/1987 0:00,Lu,Yiwen,,4/4/2023 5:01,,,1987,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1217,2500,FoodBeverage,Prayudh Mahagitsiri,77,Thailand,Bangkok,"Coffee, shipping",FoodBeverage,Thailand,,FALSE,U,M,1/1/1946 0:00,Mahagitsiri,Prayudh,,4/4/2023 5:01,,,1946,1,1,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541
1217,2500,Healthcare,Willy Michel,76,Switzerland,Burgdorf,Medical devices,Healthcare,Switzerland,,TRUE,E,M,1/1/1947 0:00,Michel,Willy,,4/4/2023 5:01,,,1947,1,1,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
1217,2500,Automotive,Lachhman Das Mittal,92,India,Delhi,Tractors,Automotive,India,,FALSE,E,M,11/5/1930 0:00,Mittal,Lachhman Das,,4/4/2023 5:01,,,1930,11,5,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1217,2500,Technology,Bobby Murphy,34,United States,Venice,Snapchat,Technology,United States,Snap,TRUE,D,M,7/19/1988 0:00,Murphy,Bobby,Cofounder,4/4/2023 5:01,California,West,1988,7,19,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,Real Estate,Tomas Olivo Lopez,49,Spain,Marbella,Shopping centers,Real Estate,Spain,,TRUE,U,M,1/1/1974 0:00,Olivo Lopez,Tomas,,4/4/2023 5:01,,,1974,1,1,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922
1217,2500,Manufacturing,Eren Ozmen,64,United States,Reno,Aerospace,Manufacturing,United States,,TRUE,D,F,9/3/1958 0:00,Ozmen,Eren,,4/4/2023 5:01,Nevada,West,1958,9,3,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,FinanceInvestments,John Pritzker,69,United States,San Francisco,"Hotels, investments",FinanceInvestments,United States,,FALSE,D,M,8/10/1953 0:00,Pritzker,John,,4/4/2023 5:01,California,West,1953,8,10,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,Technology,Qiu Minxiu,77,China,Shangyu,Semiconductors,Technology,China,,TRUE,E,F,9/17/1945 0:00,Qiu,Minxiu,,4/4/2023 5:01,,,1945,9,17,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1217,2500,Diversified,Ferit Faik Sahenk,59,Turkey,Istanbul,Diversified,Diversified,Turkey,,FALSE,U,M,3/18/1964 0:00,Sahenk,Ferit Faik,,4/4/2023 5:01,,,1964,3,18,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322
1217,2500,MetalsMining,Wenrong Shen,77,China,Zhangjiagang,Steel production,MetalsMining,China,,TRUE,U,M,2/13/1946 0:00,Shen,Wenrong,,4/4/2023 5:01,,,1946,2,13,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1217,2500,Diversified,Yuzhu Shi,60,China,Shanghai,"Online games, investments",Diversified,China,,TRUE,D,M,9/1/1962 0:00,Shi,Yuzhu,,4/4/2023 5:01,,,1962,9,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1217,2500,Real Estate,Jeff Sutton,63,United States,New York,Real estate,Real Estate,United States,,TRUE,D,M,1/17/1960 0:00,Sutton,Jeff,,4/4/2023 5:01,New York,Northeast,1960,1,17,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,Diversified,"Henry Sy, Jr.",69,Philippines,Manila,Diversified,Diversified,Philippines,,FALSE,D,M,1/1/1954 0:00,Sy,Henry,,4/4/2023 5:01,,,1954,1,1,129.61,2.5,"$376,795,508,680 ",35.5,107.5,71.1,14,43.1,108116615,12.879721,121.774017
1217,2500,Diversified,Andrew Tan,71,Philippines,Manila,Diversified,Diversified,Philippines,,TRUE,D,M,2/1/1952 0:00,Tan,Andrew,,4/4/2023 5:01,,,1952,2,1,129.61,2.5,"$376,795,508,680 ",35.5,107.5,71.1,14,43.1,108116615,12.879721,121.774017
1217,2500,Energy,Arvind Tiku,53,Singapore,Singapore,"Oilgas, investments",Energy,India,,TRUE,U,M,2/22/1970 0:00,Tiku,Arvind,,4/4/2023 5:01,,,1970,2,22,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
1217,2500,FinanceInvestments,Byron Trott,64,United States,Winnetka,Investments,FinanceInvestments,United States,,TRUE,U,M,12/2/1958 0:00,Trott,Byron,,4/4/2023 5:01,Illinois,Midwest,1958,12,2,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,Real Estate,Donald Trump,76,United States,Palm Beach,Real estate,Real Estate,United States,,FALSE,D,M,6/14/1946 0:00,Trump,Donald,,4/4/2023 5:01,Florida,South,1946,6,14,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,Automotive,Peter Unger,78,Germany,Neustadt an der Waldnaab,Auto repair,Automotive,Germany,,TRUE,U,M,8/20/1944 0:00,Unger,Peter,,4/4/2023 5:01,,,1944,8,20,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1217,2500,FashionRetail,Roger Wang,74,China,Nanjing,Retail,FashionRetail,United States,,TRUE,D,M,1/1/1949 0:00,Wang,Roger,,4/4/2023 5:01,,,1949,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1217,2500,MediaEntertainment,Oprah Winfrey,69,United States,Montecito,TV shows,MediaEntertainment,United States,,TRUE,D,F,1/29/1954 0:00,Winfrey,Oprah,"Entrepreneur, Personality, Philanthropist",4/4/2023 5:01,California,West,1954,1,29,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,FoodBeverage,Wu Zhigangfamily,88,China,Shenyang,Bakery chain,FoodBeverage,China,,TRUE,D,M,1/14/1935 0:00,Wu,Zhigang,,4/4/2023 5:01,,,1935,1,14,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1217,2500,MetalsMining,Xie Weitong,66,Singapore,,Cobalt,MetalsMining,Taiwan,,TRUE,D,M,1/1/1957 0:00,Xie,Weitong,,4/4/2023 5:01,,,1957,1,1,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
1217,2500,FashionRetail,Ye Guofu,45,China,Guangzhou,Retail,FashionRetail,China,,TRUE,R,M,1/1/1978 0:00,Ye,Guofu,,4/4/2023 5:01,,,1978,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1272,2400,Technology,Brian Acton,51,United States,Palo Alto,WhatsApp,Technology,United States,WhatsApp Inc.,TRUE,D,M,2/17/1972 0:00,Acton,Brian,Cofounder,4/4/2023 5:01,California,West,1972,2,17,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1272,2400,Automotive,Abdulla Al Futtaimfamily,83,United Arab Emirates,Dubai,"Auto dealers, investments",Automotive,United Arab Emirates,,FALSE,D,M,1/1/1940 0:00,Al Futtaim,Abdulla,,4/4/2023 5:01,,,1940,1,1,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,0.1,15.9,9770529,23.424076,53.847818
1272,2400,Energy,Edward Bass,77,United States,Fort Worth,"Oil, investments",Energy,United States,,FALSE,E,M,9/10/1945 0:00,Bass,Edward,,4/4/2023 5:01,Texas,South,1945,9,10,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1272,2400,MediaEntertainment,Koos Bekker,70,South Africa,Cape Town,"Media, investments",MediaEntertainment,South Africa,,TRUE,U,M,12/14/1952 0:00,Bekker,Koos,,4/4/2023 5:01,,,1952,12,14,158.93,4.1,"$351,431,649,241 ",22.4,100.9,63.9,27.5,29.2,58558270,-30.559482,22.937506
1272,2400,Healthcare,Otto Philipp Braun,45,Germany,Melsungen,Medical technology,Healthcare,Germany,,FALSE,D,M,1/1/1978 0:00,Braun,Otto Philipp,,4/4/2023 5:01,,,1978,1,1,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1272,2400,FashionRetail,Chen Tei-fu,74,United States,Los Angeles,Herbal products,FashionRetail,Taiwan,,TRUE,D,M,4/19/1948 0:00,Chen,Tei-fu,,4/4/2023 5:01,California,West,1948,4,19,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1272,2400,FashionRetail,Abilio dos Santos Diniz,86,Brazil,Sao Paulo,Retail,FashionRetail,Brazil,,FALSE,D,M,12/28/1936 0:00,Diniz,Abilio dos Santos,,4/4/2023 5:01,,,1936,12,28,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
1272,2400,FinanceInvestments,Marcel Erni,58,Switzerland,Zug,Private equity,FinanceInvestments,Switzerland,,TRUE,D,M,1/1/1965 0:00,Erni,Marcel,,4/4/2023 5:01,,,1965,1,1,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
1272,2400,FashionRetail,Doris Fisher,91,United States,San Francisco,Gap,FashionRetail,United States,Gap Inc.,TRUE,D,F,8/23/1931 0:00,Fisher,Doris,Cofounder,4/4/2023 5:01,California,West,1931,8,23,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1272,2400,FinanceInvestments,Gerald Ford,78,United States,Dallas,Banking,FinanceInvestments,United States,Ford Financial Fund,TRUE,D,M,8/4/1944 0:00,Ford,Gerald,Managing Member,4/4/2023 5:01,Texas,South,1944,8,4,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1272,2400,Healthcare,Bernard Fraissefamily,66,France,Paris,Pharmaceuticals,Healthcare,France,,TRUE,E,M,8/10/1956 0:00,Fraisse,Bernard,,4/4/2023 5:01,,,1956,8,10,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749
1272,2400,FinanceInvestments,Alfred Gantner,55,Switzerland,Zug,Private equity,FinanceInvestments,Switzerland,,TRUE,D,M,4/1/1968 0:00,Gantner,Alfred,,4/4/2023 5:01,,,1968,4,1,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
1272,2400,GamblingCasinos,Paul Gauselmannfamily,88,Germany,Espelkamp,Gambling,GamblingCasinos,Germany,,TRUE,D,M,8/26/1934 0:00,Gauselmann,Paul,,4/4/2023 5:01,,,1934,8,26,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1272,2400,Real Estate,Mitchell Goldhar,61,Canada,North York,Real estate,Real Estate,Canada,SmartCentres,TRUE,D,M,7/15/1961 0:00,Goldhar,Mitchell,Owner,4/4/2023 5:01,,,1961,7,15,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771
1272,2400,FinanceInvestments,Peter Hargreaves,76,United Kingdom,Bristol,Financial services,FinanceInvestments,United Kingdom,,TRUE,D,M,10/5/1946 0:00,Hargreaves,Peter,,4/4/2023 5:01,,,1946,10,5,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
1272,2400,Healthcare,Xuande Huafamily,79,China,Taizhou,Pharmaceuticals,Healthcare,China,,TRUE,D,M,10/30/1943 0:00,Hua,Xuande,,4/4/2023 5:01,,,1943,10,30,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1272,2400,Diversified,Kwek Leng Kee,68,Singapore,Singapore,Diversified,Diversified,Singapore,,FALSE,U,M,1/1/1955 0:00,Kwek,Leng Kee,,4/4/2023 5:01,,,1955,1,1,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
1272,2400,Manufacturing,Catherine Lozick,77,United States,Fort Lauderdale,Valve manufacturing,Manufacturing,United States,,FALSE,U,F,5/1/1945 0:00,Lozick,Catherine,,4/4/2023 5:01,Florida,South,1945,5,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
